quantity,representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
query_hard_churn,L4,low,0.75,per_task,281,161,0.5770020533880903,0.011248515335708796,0.6357466063348416,66,118,0.358695652173913,0.23487544483985764,0.4712314986518721,1.3491173831834764
query_hard_churn,L4,low,0.75,global,370,611,0.7597535934291582,0.04268846503178928,0.37716615698267075,110,480,0.1864406779661017,0.2972972972972973,0.3109774240558611,1.2128409582392068
query_hard_churn,L4,low,0.8,per_task,266,117,0.5462012320328542,0.008174386920980926,0.6945169712793734,60,82,0.4225352112676056,0.22556390977443608,0.5106358816132102,1.3601021712090478
query_hard_churn,L4,low,0.8,global,345,445,0.7084188911704312,0.031090616921679592,0.43670886075949367,83,325,0.2034313725490196,0.24057971014492754,0.365577726169572,1.1945718502470464
query_hard_churn,L4,low,0.85,per_task,240,82,0.4928131416837782,0.0057290575001746665,0.7453416149068323,56,52,0.5185185185185185,0.23333333333333334,0.5394122470882529,1.3817662074418704
query_hard_churn,L4,low,0.85,global,296,263,0.6078028747433265,0.01837490393348704,0.5295169946332737,60,175,0.2553191489361702,0.20270270270270271,0.4319768480006278,1.225799477643543
query_hard_churn,L4,low,0.9,per_task,221,52,0.4537987679671458,0.0036330608537693005,0.8095238095238095,43,28,0.6056338028169014,0.19457013574660634,0.5943473608556851,1.362038199948148
query_hard_churn,L4,low,0.9,global,237,127,0.486652977412731,0.008873052469782716,0.6510989010989011,35,65,0.35,0.14767932489451477,0.515807744188384,1.2622898908262723
query_hard_churn,L4,low,0.925,per_task,195,34,0.4004106776180698,0.0023754628659260813,0.851528384279476,39,15,0.7222222222222222,0.2,0.6217875988908516,1.3694843477072194
query_hard_churn,L4,low,0.925,global,195,76,0.4004106776180698,0.005309858170893593,0.7195571955719557,21,40,0.3442622950819672,0.1076923076923077,0.5793387201365713,1.2420319418704309
